http://www.watchfinder.co.uk/Rolex/Daytona/116500%20LN/29594/item/215900,Rolex,Daytona,Daytona,116500 LN,GBP,48995.00,48995.00,"Retail Price: £11,600",,"
Year
 2020
","
Box
Yes
","

Papers


Yes
","
Product code
215900
","

Movement


Automatic
","
Case size
40 MM
","
Case material
Steel
","
Bracelet material
Steel (Oyster)
","
Dial type
White
","
Water resistance
100 metres
","
                            The Rolex Daytona, named after the race circuit in Florida that hosts the Rolex twenty-four hour race, epitomises the ultimate driver’s watch. The dial, unburdened by a date window, is clear and easy to read. The tachymeter offers quick speed calculations, while the shape is instantly recognisable and supremely comfortable. Its smaller size and smart design makes it a versatile watch capable of working well with both casual jeans and a formal suit. Here available in steel with a stunning Cerachrom bezel, this watch represents the Daytona's first major upgrade in 16 years, but it sticks closely to the gorgeous retro design of the original.
                            
", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Bremont/GMT/ALT1-B/BK/49080/item/155723,Bremont,GMT,GMT,ALT1-B/BK,GBP,3285.00,3285.00,"Retail Price: £5,095"," Black PVD
","
Year
 2014
","
Box
Yes
","

Papers


Yes
","
Product code
155723
","

Movement


Automatic
","
Case size
43 MM
","
Case material
Steel - Black PVD 
","
Bracelet material
Steel - Black PVD
","
Dial type
Black Arabic
","
Water resistance
100 metres
","This Bremont has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Baume%20et%20Mercier/Clifton/M0A10378/47592/item/181744,Baume et Mercier,Clifton,Clifton,M0A10378,GBP,1465.00,1465.00,"Retail Price: £1,795",,"
Year
 2018
","
Box
Yes
","

Papers


Yes
","
Product code
181744
","

Movement


Automatic
","
Case size
42 MM
","
Case material
Steel
","
Bracelet material
Steel
","
Dial type
Blue Baton
","
Water resistance
100 metres
","This Baume et Mercier has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Parmigiani/Tonda/PFC288-1062500-HA3121/49377/item/175050,Parmigiani,Tonda,Tonda,PFC288-1062500-HA3121,GBP,12630.00,12630.00,Retail Price: Discontinued," Blue 
","
Year
 2020
","
Box
Yes
","

Papers


Yes
","
Product code
175050
","

Movement


Automatic
","
Case size
39 MM
","
Case material
Rose Gold set with Diamonds
","
Bracelet material
Leather - Blue 
","
Dial type
Midnight - Blue Dial
","
Water resistance
30 metres
","This Parmigiani has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Montblanc/1858%20Small%20Second/112638/38702/item/178683,Montblanc,1858 Small Second,1858 Small Second,112638,GBP,1900.00,1900.00,Retail Price: Discontinued," Brown 
","
Year
 2020
","
Box
Yes
","

Papers


Yes
","
Product code
178683
","

Movement


Manual
","
Case size
44 MM
","
Case material
Steel
","
Bracelet material
Leather - Brown 
","
Dial type
Black Arabic
","
Water resistance
30 metres
","
                            Montblanc's watchmaking career took off in 1997, after a long history of making the finest quality pens and having already been absorbed into the Richemont Group along with the likes of IWC and Jaeger-LeCoultre. But the brand didn't get serious attention from the watch community until its acquisition of the historic and prestigious Minerva manufacture, which allowed it to create its own in-house movements and step fully into the limelight. The new 1858 collection, of which this is a stunning limited edition example, was conceived to celebrate Minvera's long history, with a design that beautifully captures the style of its 1930s inspiration.
                            
", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Ebel/Classic%20Gents/1216089/45171/item/164773,Ebel,Classic Gents,Classic Gents,1216089,GBP,1620.00,1620.00,Retail Price: Discontinued," Black
","
Year
Approx.  2016
","
Box
Yes
","

Papers


No
","
Product code
164773
","

Movement


Automatic
","
Case size
40 MM
","
Case material
Steel
","
Bracelet material
Alligator - Black
","
Dial type
Black Baton
","
Water resistance
50 metres
","This Ebel has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Bvlgari/Diagono/DG40BSDVDCH/8/47430/item/165178,Bvlgari,Diagono,Diagono,DG40BSDVDCH/8,GBP,6775.00,6775.00,Retail Price: Discontinued," Black 
","
Year
 2019
","
Box
Yes
","

Papers


Yes
","
Product code
165178
","

Movement


Automatic
","
Case size
40 MM
","
Case material
Steel set with Diamonds
","
Bracelet material
Rubber - Black 
","
Dial type
Black Diamond
","
Water resistance
150 metres
","This Bvlgari has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Zenith/Chronomaster%20El%20Primero/24.2041.400/01.R576/39285/item/188467,Zenith,Chronomaster El Primero,Chronomaster El Primero,24.2041.400/01.R576,GBP,5555.00,5555.00,Retail Price: Discontinued," Black 
","
Year
 2020
","
Box
Yes
","

Papers


Yes
","
Product code
188467
","

Movement


Automatic
","
Case size
42 MM
","
Case material
Ceramic - Black
","
Bracelet material
Rubber - Black 
","
Dial type
Silver Baton
","
Water resistance
100 metres
","This Zenith has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Ball/Trainmaster/NM2080D-SJ-BE/40161/item/182999,Ball,Trainmaster,Trainmaster,NM2080D-SJ-BE,GBP,1150.00,1150.00,Retail Price: Discontinued,,"
Year
 2018
","
Box
Yes
","

Papers


Yes
","
Product code
182999
","

Movement


Automatic
","
Case size
39.5 MM
","
Case material
Steel
","
Bracelet material
Steel
","
Dial type
Blue Baton
","
Water resistance
30 metres
","This Ball has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/IWC/Ingenieur/IW322504/27201/item/183164,IWC,Ingenieur,Ingenieur,IW322504,GBP,5710.00,5710.00,Retail Price: Discontinued," Brown 
","
Year
 2015
","
Box
Yes
","

Papers


Yes
","
Product code
183164
","

Movement


Automatic
","
Case size
46 MM
","
Case material
Ceramic - Black
","
Bracelet material
Alligator - Brown 
","
Dial type
Brown Baton
","
Water resistance
120 metres
","This IWC has undergone a thorough inspection of accuracy, functionality and condition at our IWC certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Montblanc/TimeWalker/108955/50366/item/185138,Montblanc,TimeWalker,TimeWalker,108955,GBP,2400.00,2400.00,Retail Price: Discontinued," Black 
","
Year
 2019
","
Box
Yes
","

Papers


Yes
","
Product code
185138
","

Movement


Automatic
","
Case size
42 MM
","
Case material
Steel
","
Bracelet material
Leather - Black 
","
Dial type
Silver Arabic
","
Water resistance
30 metres
","This Montblanc has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Longines/PrimaLuna/L8.116.4.87.6/51630/item/192230,Longines,PrimaLuna,PrimaLuna,L8.116.4.87.6,GBP,1230.00,1230.00,"Retail Price: £1,270",,"
Year
 2020
","
Box
Yes
","

Papers


Yes
","
Product code
192230
","

Movement


Quartz
","
Case size
34 MM
","
Case material
Steel
","
Bracelet material
Steel
","
Dial type
Mother of Pearl White - Diamond
","
Water resistance
30 metres
","This Longines has undergone a thorough inspection of accuracy, functionality and condition at our Longines certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Blancpain/Villeret/6553-1127A-55/50576/item/184606,Blancpain,Villeret,Villeret,6553-1127A-55,GBP,5005.00,5005.00,Retail Price: Discontinued," Brown 
","
Year
Approx.  2010
","
Box
No
","

Papers


No
","
Product code
184606
","

Movement


Automatic
","
Case size
34 MM
","
Case material
Steel
","
Bracelet material
Leather - Brown 
","
Dial type
White Roman Numeral
","
Water resistance
None
","This Blancpain has undergone a thorough inspection of accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Panerai/Radiomir%20Automatic/PAM00391/24111/item/187103,Panerai,Radiomir Automatic,Radiomir Automatic,PAM00391,GBP,9220.00,9220.00,Retail Price: Discontinued," Brown 
","
Year
 2012
","
Box
Yes
","

Papers


Yes
","
Product code
187103
","

Movement


Automatic
","
Case size
47 MM
","
Case material
Steel
","
Bracelet material
Leather - Brown 
","
Dial type
Brown Quarter Arabic
","
Water resistance
100 metres
","This Panerai has undergone a thorough inspection of accuracy, functionality and condition at our Panerai certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Bell%20and%20Ross/BR03-92/BR0392-BL-CE/6875/item/187775,Bell and Ross,BR03-92,BR03-92,BR0392-BL-CE,GBP,2680.00,2680.00,"Retail Price: £3,100"," Black 
","
Year
 2016
","
Box
Yes
","

Papers


Yes
","
Product code
187775
","

Movement


Automatic
","
Case size
42 MM
","
Case material
Carbon & Steel
","
Bracelet material
Rubber - Black 
","
Dial type
Black Quarter Arabic
","
Water resistance
100 metres
","
                            Bell & Ross has long been passionate about military watches—unsurprising given its perpetual focus on bringing function and utility to the forefront of luxury watchmaking. Most of the brand's true military styles have been reserved for the Vintage collection, but some of the best pieces to receive its coveted “Military Type” label can in fact be found in the instrument series (BR01 and BR03), which was originally based on aircraft cockpit instruments. Bell & Ross state that these pieces pay tribute to the first professionals, historically, who relied on wristwatches. They display an authentic military awareness of a need for extreme legibility, both at day and night, as well as serious durability and precision.
                            
", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Blancpain/Villeret/6223-1127-55B/51103/item/189149,Blancpain,Villeret,Villeret,6223-1127-55B,GBP,4650.00,4650.00,Retail Price: Discontinued," Black
","
Year
Approx.  1997
","
Box
Yes
","

Papers


No
","
Product code
189149
","

Movement


Automatic
","
Case size
37.6 MM
","
Case material
Steel
","
Bracelet material
Leather Alligator Grain - Black
","
Dial type
White Roman Numeral
","
Water resistance
30 metres
","This Blancpain has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/JeanRichard/Aeroscope/60650-21M652-FK6A/51373/item/190036,JeanRichard,Aeroscope,Aeroscope,60650-21M652-FK6A,GBP,1920.00,1920.00,Retail Price: Discontinued," Black 
","
Year
Approx.  2019
","
Box
Yes
","

Papers


No
","
Product code
190036
","

Movement


Automatic
","
Case size
44 MM
","
Case material
Steel - Black PVD 
","
Bracelet material
Rubber - Black 
","
Dial type
Black Arabic
","
Water resistance
100 metres
","This JeanRichard has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Ball/BMW/CM3010C-SCJ-BK/48637/item/193163,Ball,BMW,BMW,CM3010C-SCJ-BK,GBP,2145.00,2145.00,Retail Price: Discontinued,,"
Year
 2020
","
Box
Yes
","

Papers


Yes
","
Product code
193163
","

Movement


Automatic
","
Case size
44 MM
","
Case material
Steel
","
Bracelet material
Steel
","
Dial type
Black Baton
","
Water resistance
100 metres
","This Ball has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Longines/Heritage/L2.830.4.93.0/51864/item/193960,Longines,Heritage,Heritage,L2.830.4.93.0,GBP,2555.00,2555.00,"Retail Price: £2,500"," Black 
","
Year
 2020
","
Box
Yes
","

Papers


Yes
","
Product code
193960
","

Movement


Automatic
","
Case size
40 MM
","
Case material
Steel
","
Bracelet material
Leather - Black 
","
Dial type
Black & Silver Arabic
","
Water resistance
30 metres
","
                            Inspired by the men’s suit of the same name, this Longines Heritage Classic Tuxedo Chronograph pays tribute to the carefree nature of the late 1940s that came after the austerity of the Second World War. This piece, then, with its black and white concentric dial, embodies the sartorial style of that era, while remaining up to date with handy features such as the automatic calibre L895 and chronograph sub dials at 3 and 9 o’clock. The tachymeter scale is beautifully accented in blue, matching the hands of the small seconds and minutes registers, as well as the big seconds hand.  This Longines is an ideal watch for fans of vintage aesthetics but modern specs.
                            
", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Baume%20et%20Mercier/Classima%20Executives/M0A10489/51336/item/190203,Baume et Mercier,Classima Executives,Classima Executives,M0A10489,GBP,805.00,805.00,Retail Price: £995,,"
Year
 2019
","
Box
Yes
","

Papers


Yes
","
Product code
190203
","

Movement


Quartz
","
Case size
27 MM
","
Case material
Steel
","
Bracelet material
Steel
","
Dial type
White Baton
","
Water resistance
50 metres
","This Baume et Mercier has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Panerai/Luminor%20Due/PAM00741/41452/item/190437,Panerai,Luminor Due,Luminor Due,PAM00741,GBP,16675.00,16675.00,"Retail Price: £19,300"," Blue 
","
Year
 2019
","
Box
Yes
","

Papers


Yes
","
Product code
190437
","

Movement


Manual
","
Case size
42 MM
","
Case material
Rose Gold
","
Bracelet material
Alligator - Blue 
","
Dial type
White
","
Water resistance
30 metres
","This Panerai has undergone a thorough inspection of accuracy, functionality and condition at our Panerai certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Raymond%20Weil/Shine/1600-STP-00995/44491/item/190822,Raymond Weil,Shine,Shine,1600-STP-00995,GBP,835.00,835.00,Retail Price: Discontinued,,"
Year
 2020
","
Box
Yes
","

Papers


Yes
","
Product code
190822
","

Movement


Quartz
","
Case size
32 MM
","
Case material
Steel & Yellow Gold (Plated)
","
Bracelet material
Steel & Yellow Gold (Plated)
","
Dial type
White Diamond
","
Water resistance
50 metres
","This Raymond Weil has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Baume%20et%20Mercier/Linea/M0A10011/51841/item/194478,Baume et Mercier,Linea,Linea,M0A10011,GBP,1560.00,1560.00,Retail Price: Discontinued,,"
Year
 2011
","
Box
Yes
","

Papers


Yes
","
Product code
194478
","

Movement


Quartz
","
Case size
27 MM
","
Case material
Steel
","
Bracelet material
Steel
","
Dial type
Mother of Pearl White - Diamond
","
Water resistance
50 metres
","This Baume et Mercier has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Raymond%20Weil/RW%20Sport/8400-ST-20001/31241/item/185691,Raymond Weil,RW Sport,RW Sport,8400-ST-20001,GBP,885.00,885.00,Retail Price: Discontinued,,"
Year
 2010
","
Box
No
","

Papers


Yes
","
Product code
185691
","

Movement


Quartz
","
Case size
44 MM
","
Case material
Steel
","
Bracelet material
Steel
","
Dial type
Black Baton
","
Water resistance
None
","This Raymond Weil has undergone a thorough inspection of accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Bremont/ALT1/ALT1-C/WH-BK/50802/item/186001,Bremont,ALT1,ALT1,ALT1-C/WH-BK,GBP,3995.00,3995.00,Retail Price: Discontinued," Black 
","
Year
 2021
","
Box
Yes
","

Papers


Yes
","
Product code
186001
","

Movement


Automatic
","
Case size
43 MM
","
Case material
Steel
","
Bracelet material
Fabric - Black 
","
Dial type
White Baton
","
Water resistance
100 metres
","This Bremont has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Raymond%20Weil/Noemia/5124-PS-00985/50811/item/186145,Raymond Weil,Noemia,Noemia,5124-PS-00985,GBP,1105.00,1105.00,Retail Price: Discontinued,,"
Year
 2013
","
Box
Yes
","

Papers


Yes
","
Product code
186145
","

Movement


Quartz
","
Case size
24 MM
","
Case material
Steel with PVD Coating set with Diamonds
","
Bracelet material
Steel with PVD Coating
","
Dial type
Mother of Pearl White - Diamond
","
Water resistance
50 metres
","This Raymond Weil has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Raymond%20Weil/Tango/5391-SP5-00995/50126/item/189613,Raymond Weil,Tango,Tango,5391-SP5-00995,GBP,810.00,810.00,Retail Price: Discontinued,,"
Year
 2015
","
Box
Yes
","

Papers


Yes
","
Product code
189613
","

Movement


Quartz
","
Case size
28 MM
","
Case material
Steel & Rose Gold (Plated)
","
Bracelet material
Steel & Rose Gold (Plated)
","
Dial type
Mother of Pearl White - Diamond
","
Water resistance
None
","This Raymond Weil has undergone a thorough inspection of accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Alpina/Startimer%20Pilot/AL-372X4S26/51658/item/191619,Alpina,Startimer Pilot,Startimer Pilot,AL-372X4S26,GBP,1180.00,1180.00,Retail Price: Discontinued," Grey 
","
Year
 2018
","
Box
Yes
","

Papers


Yes
","
Product code
191619
","

Movement


Automatic
","
Case size
44 MM
","
Case material
Steel
","
Bracelet material
Fabric - Grey 
","
Dial type
Black Arabic
","
Water resistance
100 metres
","This Alpina has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Bremont/U-2/U2/29096/item/184593,Bremont,U-2,U-2,U2,GBP,2615.00,2615.00,Retail Price: Discontinued," Grey 
","
Year
 2017
","
Box
Yes
","

Papers


Yes
","
Product code
184593
","

Movement


Automatic
","
Case size
43 MM
","
Case material
Steel
","
Bracelet material
Leather - Grey 
","
Dial type
Black Quarter Arabic
","
Water resistance
100 metres
","
                            The U-2 is one of the most important high tech spy planes in the US Airforce. Nicknamed the Dragon Lady, early versions of the U-2 were in operation at the beginning of the Cold War, and continue to be flown by exceptional pilots based in Beale, California. Needless to say, this is the type of aviation history that Bremont adores. The U-2 collection is a sincerely heartfelt tribute to these amazing machines and the brave souls who fly them, often over 80,000 feet into the stratosphere for 12 hours or more at a time. The beautifully designed U-2 watches have, like the plane, been tested at even higher altitudes, as well as at temperature extremes of -40ºC or more, including tests “in the field” with the U-2 pilots themselves. The watch's ultra-durable Trip-Tick case contains an inner bezel operated by a crown at 4 o’clock.
                            
", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Corum/Deep%20Hull%2048/947.950.04/0371%20AN12/19748/item/190925,Corum,Deep Hull 48,Deep Hull 48,947.950.04/0371 AN12,GBP,3695.00,3695.00,Retail Price: Discontinued," Black 
","
Year
 2012
","
Box
Yes
","

Papers


Yes
","
Product code
190925
","

Movement


Manual
","
Case size
48 MM
","
Case material
Titanium
","
Bracelet material
Rubber - Black 
","
Dial type
Black Baton
","
Water resistance
1000 metres
","This Corum has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Glashutte%20Original/Sixties%20Panorama%20Date/2-39-47-01-02-04/48536/item/170383,Glashutte Original,Sixties Panorama Date,Sixties Panorama Date,2-39-47-01-02-04,GBP,4600.00,4600.00,Retail Price: Discontinued," Black
","
Year
 2013
","
Box
Yes
","

Papers


Yes
","
Product code
170383
","

Movement


Automatic
","
Case size
42 MM
","
Case material
Steel
","
Bracelet material
Alligator - Black
","
Dial type
Silver Quarter Arabic
","
Water resistance
30 metres
","This Glashutte Original has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Bell%20and%20Ross/BR03-92/BR0392-PHANTOM-CE/6874/item/132862,Bell and Ross,BR03-92,BR03-92,BR0392-PHANTOM-CE,GBP,2095.00,2095.00,"Retail Price: £3,100"," Black 
","
Year
 2011
","
Box
Yes
","

Papers


Yes
","
Product code
132862
","

Movement


Automatic
","
Case size
42 MM
","
Case material
Steel - Black PVD 
","
Bracelet material
Rubber - Black 
","
Dial type
Black Quarter Arabic
","
Water resistance
50 metres
","
                            Launched as part of the instrument series in the mid-00s, the Bell & Ross BR03 collection can be seen as the iconic BR01's smaller-cased brother. Like the bigger watch, the BR03 is all about utilitarian luxury, striving for extreme clarity, precision and reliability, designed for professionals as well as watch collectors. Its immediately recognisable square case and instrument-style appearance has put it at the centre of the brand's popularity, and the smaller size makes the BR03 more comfortable for many wearers. The Phantom version made waves as one of the first and most successful all-black luxury watches—the full effect of this incredible model has to be seen to be believed.
                            
", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/B.R.M%20Watches/B.R.M/V12-44-12H%20HSR/49447/item/176216,B.R.M Watches,B.R.M,B.R.M,V12-44-12H HSR,GBP,4725.00,4725.00,Retail Price: Discontinued," Black 
","
Year
Approx.  2013
","
Box
Yes
","

Papers


No
","
Product code
176216
","

Movement


Automatic
","
Case size
44 MM
","
Case material
Steel
","
Bracelet material
Leather - Black 
","
Dial type
Black Arabic
","
Water resistance
100 metres
","This B.R.M Watches has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Panerai/Ferrari/FER00019/12991/item/181559,Panerai,Ferrari,Ferrari,FER00019,GBP,3865.00,3865.00,Retail Price: Discontinued," Black
","
Year
 2007
","
Box
Yes
","

Papers


Yes
","
Product code
181559
","

Movement


Automatic
","
Case size
40 MM
","
Case material
Steel
","
Bracelet material
Alligator - Black
","
Dial type
Black Baton
","
Water resistance
100 metres
","This Panerai has undergone a thorough inspection of accuracy, functionality and condition at our Panerai certified service centre to determine the level of reconditioning required to meet our strict standards. It has also been checked against our records to ensure authenticity. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Raymond%20Weil/Freelancer/7745-TI-05659/27049/item/137989,Raymond Weil,Freelancer,Freelancer,7745-TI-05659,GBP,1200.00,1200.00,Retail Price: Discontinued,,"
Year
Approx.  2015
","
Box
Yes
","

Papers


No
","
Product code
137989
","

Movement


Automatic
","
Case size
45 MM
","
Case material
Titanium
","
Bracelet material
Titanium
","
Dial type
Grey
","
Water resistance
100 metres
","This Raymond Weil has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. All our watches have a 24-month warranty for your peace of mind.", ,2022-o5-08,RefurbishedCondition
http://www.watchfinder.co.uk/Zenith/Chronomaster/03.20416.4061/51.C700/34876/item/184841,Zenith,Chronomaster,Chronomaster,03.20416.4061/51.C700,GBP,6150.00,6150.00,"Retail Price: £8,190"," Blue 
","
Year
 2020
","
Box
Yes
","

Papers


Yes
","
Product code
184841
","

Movement


Automatic
","
Case size
42 MM
","
Case material
Steel
","
Bracelet material
Alligator - Blue 
","
Dial type
Blue Baton
","
Water resistance
100 metres
","This Zenith has undergone a thorough inspection of water resistance, accuracy, functionality and condition to determine the level of reconditioning required to meet our strict standards. It has also been referenced against technical documents and manufacturer records where available to ensure authenticity and a clean history. Our watches have a 24-month warranty for your peace of mind, in conjunction with any remaining manufacturer’s warranty from new or from service.", ,2022-o5-08,RefurbishedCondition
